date,ticker,open,high,low,close,volume
2021-02-18,AAPL,135.56,136.08,134.9,135.3,
2021-02-19,AAPL,137.2,138.68,136.96,137.65,56815080.0
2021-02-22,AAPL,134.52,134.57,134.23,134.44,27076064.0
2021-02-23,AAPL,134.42,135.33,134.23,135.11,38204080.0
2021-02-24,AAPL,129.97,131.08,129.92,130.02,30074038.0
2021-02-25,AAPL,126.3,127.71,125.94,126.71,66322251.0
2021-02-26,AAPL,126.98,129.62,126.31,127.32,31008754.0
2021-03-01,AAPL,129.89,130.03,128.81,129.31,38542830.0
2021-03-02,AAPL,130.37,131.78,128.92,129.86,49998467.0
2021-03-03,AAPL,129.95,130.91,128.85,129.66,17918623.0
2021-03-04,AAPL,128.48,129.15,128.11,128.99,54968257.0
2021-03-05,AAPL,125.19,125.7,124.92,125.33,51646031.0
2021-03-08,AAPL,124.18,124.78,123.07,123.64,79518151.0
2021-03-09,AAPL,122.67,123.38,121.65,122.6,36263192.0
2021-03-10,AAPL,126.37,126.73,124.98,125.32,25917571.0
2021-03-11,AAPL,126.47,126.85,126.15,126.29,45885247.0
2021-03-12,AAPL,122.09,122.87,121.57,122.01,30258105.0
2021-03-15,AAPL,117.04,119.11,116.64,117.17,164411577.0
2021-03-16,AAPL,116.42,116.69,116.07,116.36,13814850.0
2021-03-17,AAPL,114.82,115.24,114.19,114.89,40893289.0
2021-03-18,AAPL,116.69,116.71,116.37,116.39,33921250.0
2021-03-19,AAPL,119.32,120.59,118.31,118.91,66212954.0
2021-03-22,AAPL,120.9,121.75,120.49,121.25,36463937.0
2021-03-23,AAPL,118.75,119.62,117.48,119.32,16487732.0
2021-03-24,AAPL,117.9,119.06,117.64,118.68,49602780.0
2021-03-25,AAPL,119.79,119.9,119.35,119.57,60863030.0
2021-03-26,AAPL,121.54,122.62,121.4,122.02,48105206.0
2021-03-29,AAPL,120.02,121.77,118.08,120.95,40764276.0
2021-03-30,AAPL,120.77,120.77,120.35,120.6,39464101.0
2021-03-31,AAPL,119.12,119.12,117.35,118.06,56396580.0
2021-04-01,AAPL,115.36,115.59,115.29,115.36,34761343.0
2021-04-02,AAPL,117.7,117.81,116.09,117.34,46868951.0
2021-04-05,AAPL,120.7,121.3,120.61,120.67,70156034.0
2021-04-06,AAPL,120.7,121.38,120.1,120.75,77614950.0
2021-04-07,AAPL,123.7,124.19,122.62,123.29,53016278.0
2021-04-08,AAPL,124.16,124.51,123.75,124.29,15346101.0
2021-04-09,AAPL,122.91,123.9,122.71,122.79,58878287.0
2021-04-12,AAPL,123.93,124.54,123.31,123.78,32832631.0
2021-04-13,AAPL,127.44,128.12,126.12,127.75,75965132.0
2021-04-14,AAPL,128.22,128.89,127.52,127.76,22081064.0
2021-04-15,AAPL,131.85,132.14,130.4,131.93,63500381.0
2021-04-16,AAPL,124.95,125.44,124.34,125.3,80315056.0
2021-04-19,AAPL,127.72,128.37,127.11,127.47,31712874.0
2021-04-20,AAPL,127.38,127.9,127.1,127.8,35356267.0
2021-04-21,AAPL,127.15,127.45,126.84,127.14,33579713.0
2021-04-22,AAPL,127.47,127.55,125.99,127.47,43472145.0
2021-04-23,AAPL,123.08,123.28,122.4,122.6,65126542.0
2021-04-26,AAPL,122.37,122.8,121.54,122.16,41710019.0
2021-04-27,AAPL,123.13,124.94,123.09,123.14,29764556.0
2021-04-28,AAPL,127.31,127.41,125.86,126.93,10386982.0
2021-04-29,AAPL,126.35,127.43,125.69,125.73,88534410.0
2021-04-30,AAPL,124.06,124.75,122.54,123.81,90229754.0
2021-05-03,AAPL,122.67,123.38,121.75,122.67,66050645.0
2021-05-04,AAPL,124.45,125.96,124.4,125.04,36467844.0
2021-05-05,AAPL,125.48,126.03,124.76,125.96,70096799.0
2021-05-06,AAPL,124.6,124.88,124.32,124.73,74435187.0
2021-05-07,AAPL,125.84,126.59,124.56,126.12,48471199.0
2021-05-10,AAPL,126.38,126.71,125.68,126.47,54851644.0
2021-05-11,AAPL,129.07,129.55,127.83,129.04,80544643.0
2021-05-12,AAPL,127.59,128.51,127.14,127.35,18551857.0
2021-05-13,AAPL,126.58,126.72,126.4,126.62,75508231.0
2021-05-14,AAPL,125.95,126.29,125.5,125.73,47286142.0
2021-05-17,AAPL,122.23,122.23,120.8,122.2,29945425.0
2021-05-18,AAPL,122.15,123.47,120.96,123.02,31721139.0
2021-05-19,AAPL,123.35,124.84,121.71,123.77,35295030.0
2021-05-20,AAPL,123.81,125.58,123.7,123.88,27841196.0
2021-05-21,AAPL,122.86,123.8,122.64,123.4,92191551.0
2021-05-24,AAPL,120.31,121.19,118.96,120.05,64560647.0
2021-05-25,AAPL,119.8,120.16,118.08,119.14,76934036.0
2021-05-26,AAPL,118.94,119.04,117.59,118.42,66096645.0
2021-05-27,AAPL,116.54,116.94,116.39,116.63,55280272.0
2021-05-28,AAPL,116.97,117.99,115.58,116.35,55572248.0
2021-05-31,AAPL,117.45,117.68,116.97,117.38,45379049.0
2021-06-01,AAPL,121.85,122.21,121.23,121.99,47143075.0
2021-06-02,AAPL,122.25,122.98,121.8,122.52,23566957.0
2021-06-03,AAPL,123.12,124.09,122.72,123.25,77308367.0
2021-06-04,AAPL,125.05,126.0,124.64,125.22,44468499.0
2021-06-07,AAPL,120.68,120.73,120.0,120.6,31110237.0
2021-06-08,AAPL,120.71,121.19,119.84,120.64,97385517.0
2021-06-09,AAPL,120.88,121.66,120.72,120.88,56897854.0
2021-06-10,AAPL,127.29,128.47,126.16,127.09,57794380.0
2021-06-11,AAPL,127.24,127.87,126.31,126.7,67714766.0
2021-06-14,AAPL,128.0,128.29,127.02,127.57,20712881.0
2021-06-15,AAPL,126.9,128.27,126.72,127.58,23875817.0
2021-06-16,AAPL,123.59,125.38,122.71,124.73,44356386.0
2021-06-17,AAPL,128.15,129.01,127.57,127.72,34461068.0
2021-06-18,AAPL,129.12,130.68,128.71,129.76,52340953.0
2021-06-21,AAPL,131.83,133.23,131.44,131.93,64438622.0
2021-06-22,AAPL,129.11,130.36,128.26,129.66,83941775.0
2021-06-23,AAPL,132.59,133.97,132.05,133.45,71464896.0
2021-06-24,AAPL,130.12,130.38,129.55,129.87,
2021-06-24,AAPL,130.12,130.38,129.55,129.87,
2021-06-25,AAPL,131.87,132.34,131.26,131.51,45865726.0
2021-06-28,AAPL,137.22,137.95,136.53,137.51,39995420.0
2021-06-29,AAPL,133.66,135.05,132.95,134.92,32017817.0
2021-06-30,AAPL,133.24,133.54,132.81,133.5,27105104.0
2021-07-01,AAPL,134.07,134.87,132.89,133.88,89880463.0
2021-07-02,AAPL,131.94,133.23,131.43,132.64,54188462.0
2021-07-05,AAPL,128.78,129.18,128.34,128.69,49119091.0
2021-07-06,AAPL,126.43,126.61,124.84,126.43,193232226.0
2021-07-07,AAPL,124.13,124.87,123.44,123.88,65478878.0
2021-07-08,AAPL,125.21,127.13,125.13,125.15,78106946.0
2021-07-09,AAPL,122.54,123.11,121.87,122.97,37907940.0
2021-07-12,AAPL,124.87,126.68,123.64,,187952769.0
2021-07-13,AAPL,122.43,123.08,121.94,122.5,34292436.0
2021-07-14,AAPL,121.8,121.82,121.59,121.81,49854490.0
2021-07-15,AAPL,123.49,124.1,123.35,123.91,55183469.0
2021-07-16,AAPL,120.8,121.01,119.18,120.99,57293072.0
2021-07-19,AAPL,121.25,122.04,119.71,121.64,56339882.0
2021-07-20,AAPL,124.88,125.85,124.43,124.96,71265090.0
2021-07-21,AAPL,121.85,122.67,120.77,121.11,41073663.0
2021-07-22,AAPL,121.05,122.17,119.05,121.65,57879933.0
2021-07-23,AAPL,121.67,122.91,121.31,122.38,37578938.0
2021-07-26,AAPL,125.07,125.4,124.02,124.41,116998847.0
2021-07-27,AAPL,121.38,121.48,120.37,121.47,34255953.0
2021-07-28,AAPL,118.11,118.87,117.84,118.4,38836224.0
2021-07-29,AAPL,120.18,120.61,119.46,119.73,73009406.0
2021-07-30,AAPL,120.28,120.8,120.18,120.54,44689402.0
2021-08-02,AAPL,122.04,122.46,119.7,121.25,73017997.0
2021-08-03,AAPL,122.49,122.56,121.62,122.19,57261530.0
2021-08-04,AAPL,120.42,121.75,120.27,120.63,45256527.0
2021-08-05,AAPL,122.23,123.14,120.92,121.29,37711666.0
2021-08-06,AAPL,121.84,123.18,118.97,122.1,36932907.0
2021-08-09,AAPL,120.79,120.91,118.96,120.47,45491103.0
2021-08-10,AAPL,125.28,125.32,123.85,125.15,50194681.0
2021-08-11,AAPL,127.03,127.16,126.22,126.44,36003851.0
2021-08-12,AAPL,124.26,124.44,123.35,123.56,51601147.0
2021-08-13,AAPL,125.31,125.48,125.26,125.3,30343921.0
2021-08-16,AAPL,122.64,124.07,122.33,122.98,70273764.0
2021-08-17,AAPL,125.23,126.44,124.6,125.03,74406168.0
2021-08-18,AAPL,127.75,128.7,127.49,128.06,38756958.0
2021-08-19,AAPL,126.99,127.07,124.93,126.08,37551565.0
2021-08-20,AAPL,128.69,129.96,128.05,128.63,57798834.0
2021-08-23,AAPL,129.63,129.94,129.31,129.8,81269803.0
2021-08-24,AAPL,132.15,133.46,131.16,132.06,86046180.0
2021-08-25,AAPL,136.61,137.29,136.24,137.27,23682659.0
2021-08-26,AAPL,136.23,136.9,135.21,136.71,75678352.0
2021-08-27,AAPL,135.36,136.38,134.34,134.77,52630229.0
2021-08-30,AAPL,132.19,132.99,131.91,132.5,53048164.0
2021-08-31,AAPL,129.97,130.76,129.4,130.46,64852228.0
2021-09-01,AAPL,130.62,130.87,129.77,130.37,43578017.0
2021-09-02,AAPL,131.92,132.94,130.82,131.36,77629411.0
2021-09-03,AAPL,132.54,132.98,130.73,132.2,84692864.0
2021-09-06,AAPL,134.99,135.89,134.37,134.51,85498404.0
2021-09-07,AAPL,134.29,134.85,133.75,134.65,14160619.0
2021-09-08,AAPL,138.03,139.15,137.95,138.74,49001956.0
2021-09-09,AAPL,138.86,139.81,137.04,138.12,12189704.0
2021-09-10,AAPL,145.78,147.34,145.16,145.95,37441338.0
2021-09-13,AAPL,147.78,148.81,147.12,147.91,2212333.0
2021-09-14,AAPL,146.21,146.92,145.34,145.51,63677098.0
2021-09-15,AAPL,142.83,143.91,142.49,142.54,58692236.0
2021-09-16,AAPL,144.28,144.48,143.96,144.04,44621717.0
2021-09-17,AAPL,144.63,145.04,143.3,143.51,36883015.0
2021-09-20,AAPL,145.36,146.56,145.25,145.69,60736669.0
2021-09-21,AAPL,147.69,147.76,147.01,147.2,32128731.0
2021-09-22,AAPL,147.13,147.41,145.71,147.1,30660188.0
2021-09-23,AAPL,144.89,145.02,143.89,144.75,28006408.0
2021-09-24,AAPL,141.31,142.02,139.81,140.54,49559163.0
2021-09-27,AAPL,139.66,141.41,139.02,139.4,41390526.0
2021-09-28,AAPL,142.2,143.57,141.16,141.92,45665562.0
2021-09-29,AAPL,143.2,143.35,141.83,142.65,65221228.0
2021-09-30,AAPL,139.06,140.94,138.33,139.25,74750084.0
2021-10-01,AAPL,139.42,139.85,138.19,139.84,85265227.0
2021-10-04,AAPL,140.51,141.2,140.0,141.04,55256732.0
2021-10-05,AAPL,137.69,138.97,137.5,138.68,
2021-10-06,AAPL,,134.61,132.16,133.48,174104196.0
2021-10-07,AAPL,133.21,134.84,132.9,133.74,17823968.0
2021-10-08,AAPL,130.72,132.56,129.94,130.82,45979407.0
2021-10-11,AAPL,,133.08,131.37,131.87,46078666.0
2021-10-12,AAPL,133.61,134.75,132.95,133.46,42933634.0
2021-10-13,AAPL,136.89,137.11,136.34,136.49,53075151.0
2021-10-14,AAPL,139.94,140.3,139.24,139.51,49221606.0
2021-10-15,AAPL,135.54,136.31,134.61,135.83,32670375.0
2021-10-18,AAPL,133.33,134.69,133.26,133.41,50699096.0
2021-10-19,AAPL,135.04,135.41,132.48,134.9,40165817.0
2021-10-20,AAPL,136.28,138.06,136.13,136.4,2573676.0
2021-10-21,AAPL,138.72,139.86,136.58,137.93,23805120.0
2021-10-22,AAPL,149.36,149.53,148.01,149.09,55877848.0
2021-10-25,AAPL,151.32,151.93,150.22,150.93,77525609.0
2021-10-26,AAPL,154.88,155.28,154.08,154.52,1571208.0
2021-10-27,AAPL,158.28,158.3,156.18,157.62,35172662.0
2021-10-28,AAPL,159.92,160.53,158.9,159.81,63271052.0
2021-10-29,AAPL,158.19,159.4,156.54,158.94,72913303.0
2021-11-01,AAPL,161.73,163.48,160.59,161.5,44891242.0
2021-11-02,AAPL,158.77,159.33,158.55,159.15,39221928.0
2021-11-03,AAPL,158.22,159.21,157.14,158.52,80284400.0
2021-11-04,AAPL,157.45,158.67,156.07,157.12,71141238.0
2021-11-05,AAPL,158.2,159.11,156.72,157.5,72490761.0
2021-11-08,AAPL,165.11,165.57,164.49,165.09,43856303.0
2021-11-09,AAPL,159.35,160.76,158.66,159.17,77996192.0
2021-11-10,AAPL,,162.83,160.47,161.5,11977362.0
2021-11-11,AAPL,156.63,156.93,155.35,156.5,78374677.0
2021-11-12,AAPL,156.6,156.6,154.91,155.15,52522768.0
2021-11-15,AAPL,159.02,160.21,158.36,158.69,56741617.0
2021-11-16,AAPL,158.02,159.6,157.48,159.03,33556899.0
2021-11-17,AAPL,156.18,157.01,154.06,155.76,14805716.0
2021-11-18,AAPL,153.88,154.3,153.42,153.67,56283399.0
2021-11-19,AAPL,156.62,157.06,154.11,155.9,65859793.0
2021-11-22,AAPL,154.13,154.38,153.7,153.76,69125331.0
2021-11-23,AAPL,154.47,154.95,153.2,154.55,66796173.0
2021-11-24,AAPL,154.13,154.88,152.29,154.81,61904986.0
2021-11-25,AAPL,152.82,154.86,151.98,152.93,34020215.0
2021-11-26,AAPL,159.27,160.0,159.17,159.76,70523590.0
2021-11-29,AAPL,161.59,162.28,160.36,161.93,31606404.0
2021-11-30,AAPL,155.95,156.56,154.83,155.62,77853094.0
2021-12-01,AAPL,157.27,157.97,155.82,156.33,52146142.0
2021-12-02,AAPL,154.62,154.79,154.21,154.4,52864283.0
2021-12-03,AAPL,156.5,157.79,156.26,157.18,72648498.0
2021-12-06,AAPL,157.63,158.88,156.17,157.38,226721910.0
2021-12-07,AAPL,157.82,159.16,156.45,157.14,70591850.0
2021-12-08,AAPL,158.51,159.44,158.24,158.86,36250408.0
2021-12-09,AAPL,161.69,163.58,160.08,161.77,70419849.0
2021-12-10,AAPL,158.07,159.02,157.15,158.06,36372749.0
2021-12-13,AAPL,156.68,157.77,156.57,157.13,70964440.0
2021-12-14,AAPL,162.65,163.42,162.18,162.27,69596241.0
2021-12-15,AAPL,160.23,162.19,159.14,160.3,51936821.0
2021-12-16,AAPL,166.44,167.33,163.79,166.19,36241056.0
2021-12-17,AAPL,167.14,168.89,165.62,167.68,72735027.0
2021-12-20,AAPL,163.37,164.35,162.78,163.63,78027975.0
2021-12-21,AAPL,167.84,167.86,167.34,167.41,174761424.0
2021-12-22,AAPL,174.57,175.81,174.35,174.81,57543983.0
2021-12-23,AAPL,179.71,180.15,177.58,178.6,69157377.0
2021-12-24,AAPL,173.14,174.1,173.06,173.39,78156356.0
2021-12-27,AAPL,172.0,172.1,171.59,171.86,54764071.0
2021-12-28,AAPL,177.0,177.62,175.09,176.41,43174020.0
2021-12-29,AAPL,173.18,176.13,172.83,174.07,67929067.0
2021-12-30,AAPL,174.65,177.41,174.48,175.76,13840911.0
2021-12-31,AAPL,177.67,180.38,175.63,178.65,73592235.0
2022-01-03,AAPL,176.3,176.41,174.6,175.51,38630441.0
2022-01-04,AAPL,175.09,176.38,174.65,175.44,48773806.0
2022-01-05,AAPL,166.07,167.4,162.69,164.56,73730365.0
2022-01-06,AAPL,161.02,161.53,160.48,161.35,44990613.0
2022-01-07,AAPL,160.77,161.66,159.38,160.66,67932119.0
2022-01-10,AAPL,157.7,157.82,156.37,156.83,78540410.0
2022-01-11,AAPL,163.34,164.82,160.66,162.16,56333665.0
2022-01-12,AAPL,158.89,160.27,156.69,157.72,60680909.0
2022-01-13,AAPL,157.14,157.15,156.02,156.46,51380921.0
2022-01-14,AAPL,157.58,158.76,156.91,157.0,56453776.0
2022-01-17,AAPL,162.06,162.42,160.43,161.72,29862836.0
2022-01-18,AAPL,157.71,158.54,156.05,157.26,47618868.0
2022-01-19,AAPL,160.78,161.5,159.43,161.1,26154772.0
2022-01-20,AAPL,160.78,163.78,160.22,161.26,34560217.0
2022-01-21,AAPL,158.25,158.44,157.26,158.25,10728102.0
2022-01-24,AAPL,159.75,160.27,158.29,159.85,59655260.0
2022-01-25,AAPL,160.35,161.0,157.63,160.61,90469472.0
2022-01-26,AAPL,159.22,160.4,158.39,158.82,44114404.0
2022-01-27,AAPL,159.72,160.75,158.64,159.17,74789733.0
2022-01-28,AAPL,158.13,158.77,156.94,158.08,78255164.0
2022-01-31,AAPL,159.41,160.55,158.12,158.56,28077179.0
2022-02-01,AAPL,160.14,162.52,159.75,160.8,32725043.0
2022-02-02,AAPL,162.68,163.11,161.56,162.8,226030986.0
2022-02-03,AAPL,158.53,159.42,156.76,158.94,51965715.0
2022-02-04,AAPL,164.89,166.09,164.5,166.0,26099016.0
2022-02-07,AAPL,159.73,160.11,159.55,159.78,40213103.0
2022-02-08,AAPL,159.35,159.88,158.92,159.42,63016505.0
2022-02-09,AAPL,162.31,162.97,160.94,161.43,36822828.0
2022-02-10,AAPL,162.84,162.88,162.44,162.47,5925468.0
2022-02-11,AAPL,160.0,161.64,157.61,160.59,47008592.0
2022-02-14,AAPL,161.12,162.17,159.42,160.05,48757287.0
2022-02-15,AAPL,159.91,160.56,158.77,159.21,162473712.0
2022-02-16,AAPL,157.8,158.88,156.54,157.47,81129883.0
2022-02-17,AAPL,160.16,160.93,160.11,160.29,55113975.0
2022-02-18,AAPL,161.01,162.02,160.58,161.57,59202205.0
2022-02-21,AAPL,159.26,161.13,158.93,159.48,76740955.0
2022-02-22,AAPL,163.14,163.8,162.33,162.5,54182026.0
2022-02-23,AAPL,164.74,165.92,162.69,163.63,100072375.0
2022-02-24,AAPL,167.37,168.36,166.24,166.45,26683509.0
2022-02-25,AAPL,168.4,169.16,167.78,168.69,33796582.0
2022-02-28,AAPL,165.38,166.51,165.23,166.05,67210141.0
2022-03-01,AAPL,164.42,165.19,163.75,164.33,81031250.0
2022-03-02,AAPL,165.88,167.19,165.65,166.94,49624905.0
2022-03-03,AAPL,170.9,171.52,169.97,170.71,96438051.0
2022-03-04,AAPL,170.68,172.23,168.58,170.77,91967095.0
2022-03-07,AAPL,171.02,173.1,169.83,171.31,36856666.0
2022-03-08,AAPL,177.2,179.27,176.84,178.22,183830247.0
2022-03-08,AAPL,177.2,179.27,176.84,178.22,183830247.0
2022-03-09,AAPL,178.8,178.89,178.01,178.47,246968310.0
2022-03-10,AAPL,180.23,181.45,178.94,180.58,44427376.0
2022-03-11,AAPL,179.23,180.89,177.76,179.99,40531065.0
2022-03-14,AAPL,177.5,179.92,176.74,179.35,42008243.0
2022-03-15,AAPL,183.47,183.95,183.15,,73417403.0
2022-03-16,AAPL,187.88,189.46,185.81,186.69,76840470.0
2022-03-17,AAPL,191.04,191.78,187.93,189.9,54686678.0
2022-03-18,AAPL,194.76,196.84,193.76,195.08,94602283.0
2022-03-21,AAPL,194.9,196.55,194.25,195.32,54648716.0
2022-03-22,AAPL,198.5,199.69,197.92,198.16,81851848.0
2022-03-23,AAPL,196.39,197.55,194.97,197.09,44634656.0
2022-03-24,AAPL,198.75,199.05,198.06,198.53,104329415.0
2022-03-25,AAPL,198.72,201.1,197.8,198.18,87847707.0
2022-03-28,AAPL,199.6,203.32,198.32,198.72,51196624.0
2022-03-29,AAPL,201.19,201.99,201.08,201.26,84921173.0
2022-03-30,AAPL,198.01,198.37,197.38,198.15,83829917.0
2022-03-31,AAPL,206.13,207.45,204.26,206.79,87478838.0
2022-04-01,AAPL,202.23,203.91,201.84,202.83,388798.0
2022-04-04,AAPL,197.96,198.5,195.88,198.12,69484892.0
2022-04-05,AAPL,203.2,205.38,202.9,202.93,65663474.0
2022-04-06,AAPL,207.01,207.29,206.05,206.33,64126179.0
2022-04-07,AAPL,208.48,209.71,207.62,209.09,58671447.0
2022-04-08,AAPL,213.04,213.89,210.29,211.9,59307402.0
2022-04-11,AAPL,211.81,212.56,209.65,212.02,81653432.0
2022-04-12,AAPL,208.4,209.47,208.15,208.42,65602493.0
2022-04-13,AAPL,208.34,209.67,206.3,208.9,58640367.0
2022-04-14,AAPL,208.38,210.92,207.46,210.21,235651809.0
2022-04-15,AAPL,215.21,216.63,212.18,214.52,62981236.0
2022-04-18,AAPL,214.63,215.2,213.07,214.07,65043373.0
2022-04-19,AAPL,210.52,211.71,209.82,210.73,94255973.0
2022-04-20,AAPL,209.6,210.17,209.25,209.55,44581148.0
2022-04-21,AAPL,211.85,213.97,211.14,211.45,21244422.0
2022-04-22,AAPL,208.07,209.26,206.57,209.25,55520624.0
2022-04-25,AAPL,205.61,206.83,205.44,206.0,58589363.0
2022-04-26,AAPL,207.77,209.13,204.73,207.17,69531892.0
2022-04-27,AAPL,207.42,208.84,206.03,208.36,56275019.0
2022-04-28,AAPL,206.64,207.5,206.19,206.42,70256887.0
2022-04-29,AAPL,203.65,205.69,203.27,204.65,108017176.0
2022-05-02,AAPL,206.11,206.48,205.7,205.77,71258255.0
2022-05-03,AAPL,200.03,200.14,198.56,200.05,75052657.0
2022-05-04,AAPL,193.52,196.43,191.26,194.66,51163024.0
2022-05-05,AAPL,192.84,193.25,191.87,192.03,24060060.0
2022-05-06,AAPL,190.86,192.39,188.78,191.37,4357459.0
2022-05-09,AAPL,192.15,193.38,191.28,192.71,42763820.0
2022-05-10,AAPL,198.79,199.39,198.53,198.64,1734702.0
2022-05-11,AAPL,203.08,203.14,201.73,202.24,65042954.0
2022-05-12,AAPL,201.02,201.77,199.98,201.76,45696233.0
2022-05-13,AAPL,201.89,202.69,200.29,201.84,25611531.0
2022-05-16,AAPL,198.3,199.13,196.76,197.99,56783488.0
2022-05-17,AAPL,198.57,199.08,197.39,198.08,38016493.0
2022-05-18,AAPL,204.74,205.35,204.46,204.62,191064294.0
2022-05-19,AAPL,205.83,206.76,205.12,206.1,69231823.0
2022-05-20,AAPL,202.28,205.51,201.42,202.89,38810723.0
2022-05-23,AAPL,205.23,206.58,204.11,205.17,48837406.0
2022-05-24,AAPL,210.91,212.33,208.82,211.72,58596969.0
2022-05-25,AAPL,209.21,212.53,207.87,211.43,23589861.0
2022-05-26,AAPL,213.64,214.53,212.37,213.31,58595065.0
2022-05-27,AAPL,217.15,217.66,215.98,216.45,23072365.0
2022-05-27,AAPL,217.15,217.66,215.98,216.45,23072365.0
2022-05-30,AAPL,213.06,216.26,211.41,214.89,66168922.0
2022-05-31,AAPL,215.24,216.83,214.5,216.03,44566408.0
2022-06-01,AAPL,216.74,217.62,215.67,216.25,22953136.0
2022-06-02,AAPL,218.46,220.25,214.42,216.85,41440902.0
2022-06-03,AAPL,213.71,215.26,212.2,213.69,42353863.0
2022-06-06,AAPL,213.41,214.31,213.05,213.97,77021193.0
2022-06-07,AAPL,216.14,216.76,215.75,216.28,57699289.0
2022-06-08,AAPL,223.94,224.13,221.22,222.83,33318945.0
2022-06-09,AAPL,226.8,229.75,226.27,227.33,89551398.0
2022-06-10,AAPL,236.84,238.11,236.48,237.52,67480625.0
2022-06-13,AAPL,233.69,235.54,233.41,234.09,46699750.0
2022-06-14,AAPL,,240.34,236.51,238.4,20421575.0
2022-06-15,AAPL,239.58,241.77,237.96,239.47,44794547.0
2022-06-16,AAPL,251.86,253.54,247.91,250.39,49199320.0
2022-06-17,AAPL,246.86,247.79,245.86,246.57,61923777.0
2022-06-20,AAPL,242.44,244.9,241.55,242.66,67065490.0
2022-06-21,AAPL,239.71,240.73,239.0,239.96,71367635.0
2022-06-22,AAPL,228.87,232.52,228.38,230.17,19177648.0
2022-06-23,AAPL,228.67,230.2,227.75,227.94,58459031.0
2022-06-24,AAPL,224.62,226.35,223.63,224.69,50513696.0
2022-06-27,AAPL,225.4,225.75,222.82,225.54,111758905.0
2022-06-28,AAPL,229.89,230.64,225.47,227.27,55355098.0
2022-06-29,AAPL,243.34,243.57,242.97,243.08,121559178.0
2022-06-30,AAPL,247.27,248.69,246.66,247.94,56340912.0
2022-07-01,AAPL,244.92,246.94,244.79,245.29,53773832.0
2022-07-04,AAPL,242.12,244.22,241.06,241.12,11028323.0
2022-07-05,AAPL,243.8,244.32,241.17,243.7,62771407.0
2022-07-06,AAPL,236.31,239.43,234.19,237.54,47255833.0
2022-07-07,AAPL,247.41,248.03,246.54,246.6,53382675.0
2022-07-08,AAPL,252.08,253.08,251.41,252.68,35104093.0
2022-07-11,AAPL,252.21,253.67,249.09,250.53,30348261.0
2022-07-12,AAPL,243.22,244.62,240.8,242.28,72928128.0
2022-07-13,AAPL,248.73,249.64,248.02,249.13,77883147.0
2022-07-14,AAPL,249.91,249.98,248.36,248.76,62982799.0
2022-07-15,AAPL,255.26,255.31,253.9,255.2,14875404.0
2022-07-18,AAPL,248.15,249.28,244.23,247.39,64384967.0
2022-07-19,AAPL,245.06,245.4,244.49,244.63,15196157.0
2022-07-20,AAPL,244.11,246.21,243.23,244.86,39688277.0
2022-07-21,AAPL,244.71,246.59,244.08,245.28,72640552.0
2022-07-22,AAPL,244.18,245.7,242.59,243.28,68152047.0
2022-07-25,AAPL,246.23,249.26,245.18,246.53,63821724.0
2022-07-26,AAPL,241.16,242.86,240.13,241.51,82295808.0
2022-07-27,AAPL,240.19,243.18,240.03,241.02,66045856.0
